species,red_list_url
Hylomyscus carillus,https://www.iucnredlist.org/species/10595/115097917
Hylonycteris underwoodi,https://www.iucnredlist.org/species/10598/22036808
Hylopetes alboniger,https://www.iucnredlist.org/species/10600/22244563
Hylopetes bartelsi,https://www.iucnredlist.org/species/10602/115098024
Hylopetes nigripes,https://www.iucnredlist.org/species/10604/22243756
Hylopetes phayrei,https://www.iucnredlist.org/species/10605/22244042
Hylopetes sipora,https://www.iucnredlist.org/species/10606/22243951
Hylopetes spadiceus,https://www.iucnredlist.org/species/10607/115098135
Hylopetes winstoni,https://www.iucnredlist.org/species/10608/22244199
Hynobius abei,https://www.iucnredlist.org/species/10613/177179447
Hynobius hidamontanus,https://www.iucnredlist.org/species/10615/177173766
Hynobius okiensis,https://www.iucnredlist.org/species/10616/177215283
Hynobius ikioi,https://www.iucnredlist.org/species/10617/177049482
Hynobius takedai,https://www.iucnredlist.org/species/10618/177215667
Hyomys dammermani,https://www.iucnredlist.org/species/10632/115098343
Hyomys goliath,https://www.iucnredlist.org/species/10633/22407102
Stereocyclops histrio,https://www.iucnredlist.org/species/10634/87897966
Hyosciurus heinrichi,https://www.iucnredlist.org/species/10635/22262335
Hyosciurus ileile,https://www.iucnredlist.org/species/10636/115098495
Hyperacrius fertilis,https://www.iucnredlist.org/species/10642/115098670
Hyperacrius wynnei,https://www.iucnredlist.org/species/10643/22353157
Hyperolius pickersgilli,https://www.iucnredlist.org/species/10644/77165927
Hyperoodon ampullatus,https://www.iucnredlist.org/species/10707/50357742
Hyperoodon planifrons,https://www.iucnredlist.org/species/10708/50357964
Hypnophila remyi,https://www.iucnredlist.org/species/10712/86544970
Hypogeomys antimena,https://www.iucnredlist.org/species/10714/216087357
Hypomesus transpacificus,https://www.iucnredlist.org/species/10722/174778740
Hypoplectrus providencianus,https://www.iucnredlist.org/species/10724/46910291
Hypseleotris aurea,https://www.iucnredlist.org/species/10730/129047057
Hypseleotris ejuncida,https://www.iucnredlist.org/species/10731/129047127
Hypseleotris kimberleyensis,https://www.iucnredlist.org/species/10732/129047152
Hypseleotris regalis,https://www.iucnredlist.org/species/10733/129047187
Hypsignathus monstrosus,https://www.iucnredlist.org/species/10734/115098825
Hystrix cristata,https://www.iucnredlist.org/species/10746/22232484
Hystrix africaeaustralis,https://www.iucnredlist.org/species/10748/115099085
Hystrix brachyura,https://www.iucnredlist.org/species/10749/115099298
Hystrix crassispinis,https://www.iucnredlist.org/species/10750/22232051
Hystrix indica,https://www.iucnredlist.org/species/10751/197516522
Hystrix javanica,https://www.iucnredlist.org/species/10752/22231749
Hystrix pumila,https://www.iucnredlist.org/species/10753/22231557
Hystrix sumatrae,https://www.iucnredlist.org/species/10754/22231673
Ia io,https://www.iucnredlist.org/species/10755/21993508
Ichthyomys hydrobates,https://www.iucnredlist.org/species/10761/22384446
Ichthyomys pittieri,https://www.iucnredlist.org/species/10762/22384567
Ichthyomys stolzmanni,https://www.iucnredlist.org/species/10763/22384676
Ichthyomys tweedii,https://www.iucnredlist.org/species/10764/22384770
Ictalurus australis,https://www.iucnredlist.org/species/10767/498370
Ictalurus lupus,https://www.iucnredlist.org/species/10768/129995503
Ictalurus mexicanus,https://www.iucnredlist.org/species/10769/498476
Ictalurus pricei,https://www.iucnredlist.org/species/10770/130012248
Idiomela subplicata,https://www.iucnredlist.org/species/10789/3216278
Idionycteris phyllotis,https://www.iucnredlist.org/species/10790/21990019
Idiurus macrotis,https://www.iucnredlist.org/species/10794/22183745
Idiurus zenkeri,https://www.iucnredlist.org/species/10796/22183649
Iglica gratulabunda,https://www.iucnredlist.org/species/10798/3217413
Iglica kleinzellensis,https://www.iucnredlist.org/species/10799/3217612
Iguana delicatissima,https://www.iucnredlist.org/species/10800/122936983
Iguanognathus werneri,https://www.iucnredlist.org/species/10803/498726
Imperturbatia violescens,https://www.iucnredlist.org/species/10809/3218516
Indolestes boninensis,https://www.iucnredlist.org/species/10820/122058452
Indoreonectes evezardi,https://www.iucnredlist.org/species/10823/3219098
Indotestudo elongata,https://www.iucnredlist.org/species/10824/152051190
Indotestudo forstenii,https://www.iucnredlist.org/species/10825/499158
Indri indri,https://www.iucnredlist.org/species/10826/115565566
Inia geoffrensis,https://www.iucnredlist.org/species/10831/50358152
Insuetophrynus acarpicus,https://www.iucnredlist.org/species/10832/79809262
Canarivitrina mascaensis,https://www.iucnredlist.org/species/10833/3220829
Insulivitrina reticulata,https://www.iucnredlist.org/species/10834/3221010
Insulivitrina machadoi,https://www.iucnredlist.org/species/10835/176956206
Insulivitrina tuberculata,https://www.iucnredlist.org/species/10836/3221402
Iolaus aphnaeoides,https://www.iucnredlist.org/species/10842/161340011
Iomys horsfieldii,https://www.iucnredlist.org/species/10845/115099730
Iomys sipora,https://www.iucnredlist.org/species/10846/115099877
Iotichthys phlegethontis,https://www.iucnredlist.org/species/10847/18235482
Irenomys tarsalis,https://www.iucnredlist.org/species/10851/115100042
Ischnura gemina,https://www.iucnredlist.org/species/10858/80679620
Isomma hieroglyphicum,https://www.iucnredlist.org/species/10861/176511264
Isoodon auratus,https://www.iucnredlist.org/species/10863/115100163
Isopachys gyldenstolpei,https://www.iucnredlist.org/species/10871/113752254
Isophya harzi,https://www.iucnredlist.org/species/10874/13985200
Isothrix pagurus,https://www.iucnredlist.org/species/10879/22211291
Isthmomys flavidus,https://www.iucnredlist.org/species/10886/22344833
Isthmomys pirrensis,https://www.iucnredlist.org/species/10887/22344904
Jaculus blanfordi,https://www.iucnredlist.org/species/10911/115100494
Jaculus jaculus,https://www.iucnredlist.org/species/10912/197517244
Jaculus orientalis,https://www.iucnredlist.org/species/10913/115518664
Carnarvoncochlea carnarvonensis,https://www.iucnredlist.org/species/10919/3227330
Carnarvoncochlea exigua,https://www.iucnredlist.org/species/10925/3227758
Jardinella zeidlerorum,https://www.iucnredlist.org/species/10929/3228095
Jenkinsia parvula,https://www.iucnredlist.org/species/10939/86372523
Juscelinomys candango,https://www.iucnredlist.org/species/10946/160756258
Batagur kachuga,https://www.iucnredlist.org/species/10949/152043133
Pangshura sylhetensis,https://www.iucnredlist.org/species/10950/499618
Batagur trivittata,https://www.iucnredlist.org/species/10952/152044061
Batagur dhongoka,https://www.iucnredlist.org/species/10953/152042542
Kadarsanomys sodyi,https://www.iucnredlist.org/species/10954/22430312
Kannabateomys amblyonyx,https://www.iucnredlist.org/species/10957/22205666
Katechonemertes nightingaleensis,https://www.iucnredlist.org/species/10960/21426581
Kedestes chaca,https://www.iucnredlist.org/species/10964/175056280
Kerivoula africana,https://www.iucnredlist.org/species/10966/21975149
Kerivoula agnella,https://www.iucnredlist.org/species/10968/209548421
Kerivoula argentata,https://www.iucnredlist.org/species/10969/21970780
Phoniscus atrox,https://www.iucnredlist.org/species/10970/21970973
Kerivoula cuprosa,https://www.iucnredlist.org/species/10971/21971772
Kerivoula eriophora,https://www.iucnredlist.org/species/10972/21971992
Kerivoula flora,https://www.iucnredlist.org/species/10973/21972598
Kerivoula intermedia,https://www.iucnredlist.org/species/10975/21974054
Phoniscus jagorii,https://www.iucnredlist.org/species/10976/21974660
Kerivoula lanosa,https://www.iucnredlist.org/species/10977/22021700
Kerivoula minuta,https://www.iucnredlist.org/species/10978/22022086
Kerivoula muscina,https://www.iucnredlist.org/species/10979/209536068
Kerivoula myrella,https://www.iucnredlist.org/species/10980/22022572
Kerivoula papillosa,https://www.iucnredlist.org/species/10981/22020906
Phoniscus papuensis,https://www.iucnredlist.org/species/10982/22021190
Kerivoula pellucida,https://www.iucnredlist.org/species/10983/22021330
Kerivoula phalaena,https://www.iucnredlist.org/species/10984/22021608
Kerivoula picta,https://www.iucnredlist.org/species/10985/22022952
Kerivoula smithii,https://www.iucnredlist.org/species/10986/22023189
Kerivoula whiteheadi,https://www.iucnredlist.org/species/10987/22023276
Kerodon rupestris,https://www.iucnredlist.org/species/10988/22190269
Kimberleyeleotris hutchinsi,https://www.iucnredlist.org/species/10993/123377910
Kimberleyeleotris notata,https://www.iucnredlist.org/species/10994/123377933
Kinixys homeana,https://www.iucnredlist.org/species/11003/18341580
Kinixys natalensis,https://www.iucnredlist.org/species/11004/115685642
Kiunga ballochi,https://www.iucnredlist.org/species/11021/147698670
Orsinigobius punctatissimus,https://www.iucnredlist.org/species/11026/136232837
Knipowitschia thessala,https://www.iucnredlist.org/species/11027/3239870
Knipowitschia goerneri,https://www.iucnredlist.org/species/11028/3240024
Knipowitschia milleri,https://www.iucnredlist.org/species/11029/3240157
Knipowitschia caucasica,https://www.iucnredlist.org/species/11030/3240732
Orsinigobius croaticus,https://www.iucnredlist.org/species/11031/136231892
Knipowitschia panizzae,https://www.iucnredlist.org/species/11032/97805178
Kobus leche,https://www.iucnredlist.org/species/11033/50189021
Kobus megaceros,https://www.iucnredlist.org/species/11034/50189177
Kobus ellipsiprymnus,https://www.iucnredlist.org/species/11035/50189324
Kobus kob,https://www.iucnredlist.org/species/11036/50189609
Kobus vardonii,https://www.iucnredlist.org/species/11037/50189881
Kogia breviceps,https://www.iucnredlist.org/species/11047/50358334
Kogia sima,https://www.iucnredlist.org/species/11048/50359330
Komarekiona eatoni,https://www.iucnredlist.org/species/11049/21416036
Komodomys rintjanus,https://www.iucnredlist.org/species/11050/115100884
Konia dikume,https://www.iucnredlist.org/species/11054/3248087
Konia eisentrauti,https://www.iucnredlist.org/species/11055/3248338
Kosswigichthys asquamatus,https://www.iucnredlist.org/species/11057/19849759
Kubaryia pilikia,https://www.iucnredlist.org/species/11058/500479
Kuhlia marginata,https://www.iucnredlist.org/species/11060/123377956
Kunsia tomentosus,https://www.iucnredlist.org/species/11061/22388811
Gyldenstolpia fronto,https://www.iucnredlist.org/species/11062/22388720
Labeo fisheri,https://www.iucnredlist.org/species/11070/150838654
Labeo seeberi,https://www.iucnredlist.org/species/11071/174778890
Labeo lankae,https://www.iucnredlist.org/species/11072/174837065
Labidura herculeana,https://www.iucnredlist.org/species/11073/21425735
Haplochromis ishmaeli,https://www.iucnredlist.org/species/11074/3249894
Haplochromis pharyngomylus,https://www.iucnredlist.org/species/11075/3250174
Haplochromis teegelaari,https://www.iucnredlist.org/species/11076/3250454
Haplochromis mylergates,https://www.iucnredlist.org/species/11077/3250728
Lacerta schreiberi,https://www.iucnredlist.org/species/11113/3251580
Darevskia clarkorum,https://www.iucnredlist.org/species/11117/114549398
Darevskia alpina,https://www.iucnredlist.org/species/11120/114549788
Lachnolaimus maximus,https://www.iucnredlist.org/species/11130/124708500
Ladigesocypris ghigii,https://www.iucnredlist.org/species/11133/3252949
Laephotis angolensis,https://www.iucnredlist.org/species/11135/22011591
Laephotis botswanae,https://www.iucnredlist.org/species/11136/22011659
Laephotis namibensis,https://www.iucnredlist.org/species/11137/22007950
Laephotis wintoni,https://www.iucnredlist.org/species/11138/22007754
Lagenodelphis hosei,https://www.iucnredlist.org/species/11140/50360282
Lagenorhynchus acutus,https://www.iucnredlist.org/species/11141/50361160
Lagenorhynchus albirostris,https://www.iucnredlist.org/species/11142/50361346
Lagenorhynchus australis,https://www.iucnredlist.org/species/11143/50361589
Lagenorhynchus cruciger,https://www.iucnredlist.org/species/11144/50361701
Lagenorhynchus obliquidens,https://www.iucnredlist.org/species/11145/50361866
Lagenorhynchus obscurus,https://www.iucnredlist.org/species/11146/175604493
Lagidium viscacia,https://www.iucnredlist.org/species/11148/22190789
Lagidium wolffsohni,https://www.iucnredlist.org/species/11149/78320504
Lagocephalus gloveri,https://www.iucnredlist.org/species/11150/500780
Lagorchestes conspicillatus,https://www.iucnredlist.org/species/11161/21954319
Lagorchestes hirsutus,https://www.iucnredlist.org/species/11162/21954429
Lagostomus maximus,https://www.iucnredlist.org/species/11170/78320596
Lagostrophus fasciatus,https://www.iucnredlist.org/species/11171/21955969
Lagothrix lagothricha ssp. lagothricha,https://www.iucnredlist.org/species/11175/179072201
Lagurus lagurus,https://www.iucnredlist.org/species/11179/115100995
Lama guanicoe,https://www.iucnredlist.org/species/11186/18540211
Lamna nasus,https://www.iucnredlist.org/species/11200/500969
Neniatlanta pauli,https://www.iucnredlist.org/species/11201/101456223
Lamottemys okuensis,https://www.iucnredlist.org/species/11202/115101157
Lampadia webbiana,https://www.iucnredlist.org/species/11203/3262561
Lampedusa melitensis,https://www.iucnredlist.org/species/11205/86101777
Lampetra fluviatilis,https://www.iucnredlist.org/species/11206/97805807
Lampetra hubbsi,https://www.iucnredlist.org/species/11207/18235460
Entosphenus macrostoma,https://www.iucnredlist.org/species/11208/81468224
Entosphenus minimus,https://www.iucnredlist.org/species/11209/18229349
Lampetra planeri,https://www.iucnredlist.org/species/11213/97806694
Lamprophis fiskii,https://www.iucnredlist.org/species/11227/197399524
Lamprophis fuscus,https://www.iucnredlist.org/species/11228/197399697
Inyoka swazicus,https://www.iucnredlist.org/species/11229/197399927
Lampsilis rafinesqueana,https://www.iucnredlist.org/species/11242/501662
Lampsilis abrupta,https://www.iucnredlist.org/species/11249/501876
Lampsilis cardium,https://www.iucnredlist.org/species/11253/62905411
Lampsilis cariosa,https://www.iucnredlist.org/species/11254/69490464
Obovaria haddletoni,https://www.iucnredlist.org/species/11256/502298
Lampsilis ornata,https://www.iucnredlist.org/species/11257/502451
Lampsilis ovata,https://www.iucnredlist.org/species/11258/69490442
Lanistes graueri,https://www.iucnredlist.org/species/11284/3267042
Lanistes nasutus,https://www.iucnredlist.org/species/11286/120111577
Lanistes solidus,https://www.iucnredlist.org/species/11290/120112029
Lantzia carinata,https://www.iucnredlist.org/species/11302/91286059
Lariscus hosei,https://www.iucnredlist.org/species/11304/22242503
Lariscus insignis,https://www.iucnredlist.org/species/11305/22242321
Lariscus niobe,https://www.iucnredlist.org/species/11306/115101313
Lariscus obscurus,https://www.iucnredlist.org/species/11307/22242238
Lasionycteris noctivagans,https://www.iucnredlist.org/species/11339/22122128
